Faculty,Code,Title,Description,Components,Prerequisites
MCG,4127,Computational Methods in Mechanical Engineering ,"Solution of ordinary and partial differential equations in mechanical engineering by numerical techniques on computers. Matrix methods. Eigenvalue computation. Finite difference and finite element methods for solid mechanics, fluid mechanics and heat transfer problems.","Lecture, Tutorial","Prerequisites:MAT 2384, (MAT 3320or equivalent)."
MCG,4128,Basic Nuclear Engineering ,"Review of atomic structure and radioactive decay, nuclear reactions and the fission process; health physics and biological radiation protections. Radioisotope applications; engineering principles of nuclear reactors; energy production and distribution reactor, heat transfer; radiation damage and materials; reactor types.",Lecture,"Prerequisites:MCG 2131,MCG 3110, (MCG 3341orMCG 3143)."
MCG,4130,Industrial Planning ,"A study of the methods and practices used in industrial planning, such as the organization of engineering activities and interfacing with the various branches of industrial units, cost estimation, operations and production design.",Lecture,MCG 4328is corequisite toMCG 4130.
MCG,4132,Robot Mechanics ,"Robotics overview. Transformations. Basics of robot kinematics, statics and dynamics. Introduction to industrial robots and programming.","Lecture, Tutorial",Prerequisite:MCG 3130.
MCG,4133,Automation Design and Control ,Concepts of batch and mass production. Sequencing and timing of the production cell operation. Cell balancing. Design and operational characteristics of hard and flexible manufacturing cells. Automated inspection. Programmable logic controllers. Computer-based cell controller. Cell design evaluation.,Lecture,"Prerequisites: MCG3131, MCG3307. MCG4322 is corequisite toMCG 4133."
MCG,4134,Robot Design and Control ,Classification of robot manipulators. Forward and Inverse Kinematics. Design of joint actuating systems. Independent joint control. Point-to-point control. Path planning and trajectory control. Computed torque technique. Compliance and force control. Sensory components for robot control. End of arm tooling.,"Lecture, Tutorial","Prerequisites:MCG 3131, (MCG 3307orMCG 3142)."
MCG,4135,Deformation and Fracture of Engineering Materials ,"This course will cover both macroscopic (continuum) and microscopic (discrete) aspects of deformation and fracture in engineering materials. Topics covered include elasticity, plasticity, dislocation theory, strengthening mechanisms, cracks and notches, crack tip stress fields and plastic zones, energy principles, ductile, brittle and fatigue fracture, and toughening mechanisms.",Lecture,"Prerequisites:MCG 2360,MCG 2361."
MCG,4136,Mechatronics ,Models for passive and active components for electro-mechanical systems. Network representation of signals and energy transmission and conversion.  Selection of sensors and actuators for the control of mechanical systems.  Modelling and simulation for the design of mixed dynamic systems.,"Lecture, Tutorial",Prerequisite:MCG 3307orMCG 3142or equivalent.
MCG,4137,Micro and Nano Systems ,"Fundamental principles governing micro and nano systems, case study of selected applications, and overview of semiconductor micro and nano fabrication techniques. Topics include statics and dynamics at reduced dimensions, electrostatic actuation techniques, nanomechanical resonators, and fundamental performance limits imposed by the equipartition theorem and the fluctuation dissipation theorem.",Lecture,"Prerequisites:MAT 3320,MCG 2108,MCG 3307."
MCG,4139,Computational Methods in Fluid and Heat Transfer ,Models and simulation. Governing differential equations. Discretization concepts. Finite difference formulation. Control volume formulation. Examples of computer programs for the calculation of fluid flow and temperature fields.,"Lecture, Tutorial","Prerequisites:MCG 3110, (MCG 3341orMCG 3143)."
MCG,4142,"Corrosion: Principles, Prevention and Control ",The effects and economic impact of corrosion. Basic concepts and principles of corrosion. Forms of corrosion. Corrosion recognition and prevention in engineering structures and devices. Corrosion characteristics of structural and engineering materials. Corrosion control. Corrosion testing and monitoring. Techniques for diagnosis of corrosion failures. Case studies.,Lecture,"Prerequisites: (MCG 2360orMCG 2141), (MCG 2361orMCG 2142),  (MCG 3145orMCG 3141)."
MCG,4143,Product Design and Development ,"A project-based course in which teams of students conceive, design and prototype a physical product. Topics include identifying customer needs, concept generation, product architecture, industrial design, and design-for-manufacturing.","Laboratory, Lecture","Prerequisites:MCG 2101,MCG 3131, (MCG 3145orMCG 3141), (MCG 3307orMCG 3142)."
MCG,4144,Introduction to Composite Materials ,Constituent materials. Industrial material forms. Manufacturing processes. Design for manufacture. Micromechanics of fibre-reinforced materials. Classic lamination theory. Introduction to failure. Design and analysis of laminated structures. Case studies.,Lecture,"Prerequisites: (MCG 2361orMCG 2142), (MCG 3145orMCG 3141)."
MCG,4150,Bioinstrumentation ,"Measurement systems. Basic sensors.  Electrical safety. Measurements of respiratory system. Bioelectrical signals. Measurement of blood pressure, flow and volume. Laboratory experiments","Lecture, Tutorial",Prerequisite:MCG 3307orMCG 3142.
MCG,4151,Design of Artificial Joint Prostheses and Implants ,Function-mechanical properties  relationships of biological tissues for the musculoskeletal system. Analysis of selected human joints. Biomaterials . Review of structural design and materials selection of existing joint prostheses. Project on the design of a joint prosthesis.,"Lecture, Tutorial","Prerequisites:MCG 3141,MCG 3130,MCG 3131."
MCG,4152,Design of Artificial Organs ,Human circulatory system. Design of artificial hearts.  Design of artificial heart valves.  Experimental evaluation of deformation of blood vessel. Design of artificial blood vessels. Design of artificial membrane-type organs (e.g. kidneys). Human respiratory system. Design of ventilators.,"Laboratory, Lecture, Tutorial",Prerequisite:MCG 3143.
MCG,4153,Biomechanics of Movement ,"Human and animal movement examined through the lens of mechanics. Biological, mechanical, and neurological processes by which muscles produce movement. Experimental, mathematical, and computational tools. Clinical and sports applications. Recent advances in biomedical research. Assignments, computer simulations, and a small research project.",Lecture,"Prerequisites:MAT 3320,MCG 2108, (MCG 3305orMCG 3306), (MCG 3141orMCG 3145)."
MCG,4154,Introduction to Biomaterials and Tissue Engineering ,"This course provides an overview of the different classes of biomaterials and introduces the principles of materials science and cell biology that apply to biomaterials and tissue engineering (e.g., biomaterial surface modifications, molecular and cellular interactions with biomaterials, immune response). A portion of the course is dedicated to laboratory sessions to introduce cell culture principles and biocompatibility testing.","Laboratory, Lecture",Prerequisite:MCG 2142.
MCG,4155,Advanced Engineering Materials ,"Topics are covered in this course from a materials perspective. Materials selection and use. Materials forming. Fracture, failure analysis and fracture mechanics. Welding and materials joining.",Lecture,Prerequisite:MCG 2361orMCG 2142.
MCG,4190,Selected Topics I ,Discussion of recent progress in mechanical engineering.,Lecture,Prerequisite: Completion of 3rd year Mechanical Engineering or Biomedical Mechanical Engineering studies.
MCG,4191,Selected Topics II ,Discussion of recent progress in mechanical engineering.,"Lecture, Tutorial",Prerequisite: Completion of 3rd year Mechanical Engineering or Biomedical Mechanical Engineering studies.
MCG,4192,Selected Topics III ,Discussion of recent progress in mechanical engineering.,"Laboratory, Lecture",Prerequisite: Completion of 3rd year Mechanical Engineering or Biomedical Mechanical Engineering studies.
MCG,4193,Selected Topics IV ,Discussion of recent progress in mechanical engineering.,"Laboratory, Lecture, Tutorial",Prerequisite: Completion of 3rd year Mechanical Engineering or Biomedical Mechanical Engineering studies.
MCG,4220,Thesis (6 units),"A student in the fourth year of Mechanical Engineering may elect to prepare a written thesis on an approved research topic, to be completed in two semesters.",Research,Prerequisite: Completion of third year Mechanical Engineering or Biomedical Mechanical Engineering studies.
MCG,2201,Thesis (Part 1 of 2),"A student in the fourth year of Mechanical Engineering may elect to prepare a written thesis on an approved research topic, to be completed in two semesters. (Part 1 of 2)",Research,Prerequisite: Completion of third year Mechanical Engineering or Biomedical Mechanical Engineering studies.
MCG,2202,Thesis (Part 2 of 2) (6 units),"A student in the fourth year of Mechanical Engineering may elect to prepare a written thesis on an approved research topic, to be completed in two semesters. (Part 2 of 2)",Research,Prerequisite forMCG 42202
